institution_id,UNITID,school_id,gss_code,year,Institution_Name,hdg_inst,toc_code,institution_state,hbcu_flag,land_grant_flag,carnegie_code_1994,carnegie_code_2005,carnegie_code_2010,carnegie_code_2015,full_school_name,school_name,school_zip,school_type_code,hdg_code,ft_tot_all_races_v,ft_tot_forgn_v,ft_tot_hisp_v,ft_tot_indian_v,ft_tot_asian_v,ft_tot_black_v,ft_tot_pacific_v,ft_tot_white_v,ft_tot_multi_non_hisp_v,ft_tot_asian_pi_98_v,ft_tot_other_98_v,ft_tot_unknown_v,ft_men_all_races_v,ft_men_forgn_v,ft_men_hisp_v,ft_men_indian_v,ft_men_asian_v,ft_men_black_v,ft_men_pacific_v,ft_men_white_v,ft_men_multi_non_hisp_v,ft_men_asian_pi_98_v,ft_men_other_98_v,ft_men_unknown_v,ft_wmen_all_races_v,ft_wmen_forgn_v,ft_wmen_hisp_v,ft_wmen_indian_v,ft_wmen_asian_v,ft_wmen_black_v,ft_wmen_pacific_v,ft_wmen_white_v,ft_wmen_multi_non_hisp_v,ft_wmen_asian_pi_98_v,ft_wmen_other_98_v,ft_wmen_unknown_v,ft_frst_tot_all_races_v,ft_frst_tot_forgn_v,ft_frst_tot_hisp_v,ft_frst_tot_indian_v,ft_frst_tot_asian_v,ft_frst_tot_black_v,ft_frst_tot_pacific_v,ft_frst_tot_white_v,ft_frst_tot_multi_non_hisp_v,ft_frst_tot_unknown_v,ft_frst_men_all_races_v,ft_frst_men_forgn_v,ft_frst_men_hisp_v,ft_frst_men_indian_v,ft_frst_men_asian_v,ft_frst_men_black_v,ft_frst_men_pacific_v,ft_frst_men_white_v,ft_frst_men_multi_non_hisp_v,ft_frst_men_unknown_v,ft_frst_wmen_all_races_v,ft_frst_wmen_forgn_v,ft_frst_wmen_hisp_v,ft_frst_wmen_indian_v,ft_frst_wmen_asian_v,ft_frst_wmen_black_v,ft_frst_wmen_pacific_v,ft_frst_wmen_white_v,ft_frst_wmen_multi_non_hisp_v,ft_frst_wmen_unknown_v
1069,139755,1294,402,1990,Georgia Institute of Technology,1,1,GA,0,0,R1,15,15,15,Georgia Institute of Technology,Graduate School,,G,1,50,20,1,0,,3,,25,,1,,0,32,,,,,,,,,,,,18,,,,,,,,,,,,14,,,,,,,,,,8,,,,,,,,,,6,,,,,,,,,
1069,139755,1294,603,1990,Georgia Institute of Technology,1,1,GA,0,0,R1,15,15,15,Georgia Institute of Technology,Graduate School,,G,1,33,15,0,0,,0,,18,,0,,0,22,,,,,,,,,,,,11,,,,,,,,,,,,10,,,,,,,,,,4,,,,,,,,,,6,,,,,,,,,
1069,139755,1294,802,1990,Georgia Institute of Technology,1,1,GA,0,0,R1,15,15,15,Georgia Institute of Technology,Graduate School,,G,1,51,3,0,0,,1,,45,,2,,0,24,,,,,,,,,,,,27,,,,,,,,,,,,16,,,,,,,,,,9,,,,,,,,,,7,,,,,,,,,
1069,139755,1294,910,1990,Georgia Institute of Technology,1,1,GA,0,0,R1,15,15,15,Georgia Institute of Technology,Graduate School,,G,2,65,9,1,0,,4,,49,,2,,0,45,,,,,,,,,,,,20,,,,,,,,,,,,33,,,,,,,,,,21,,,,,,,,,,12,,,,,,,,,
1070,140447,1295,103,1990,Mercer University,1,2,GA,0,0,C1,18,18,17,Mercer University: Graduate School,Graduate School,,G,2,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
1070,140447,1295,106,1990,Mercer University,1,2,GA,0,0,C1,18,18,17,Mercer University: Graduate School,Graduate School,,G,2,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
1070,140447,1295,108,1990,Mercer University,1,2,GA,0,0,C1,18,18,17,Mercer University: Graduate School,Graduate School,,G,2,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
1070,140447,1295,109,1990,Mercer University,1,2,GA,0,0,C1,18,18,17,Mercer University: Graduate School,Graduate School,,G,2,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
1070,140447,1295,401,1990,Mercer University,1,2,GA,0,0,C1,18,18,17,Mercer University: Graduate School,Graduate School,,G,2,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
1070,140447,1296,613,1990,Mercer University,1,2,GA,0,0,C1,18,18,17,Mercer University: School of Medicine,School of Medicine,,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
1070,140447,1296,708,1990,Mercer University,1,2,GA,0,0,C1,18,18,17,Mercer University: School of Medicine,School of Medicine,,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
1070,140447,1296,711,1990,Mercer University,1,2,GA,0,0,C1,18,18,17,Mercer University: School of Medicine,School of Medicine,,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
1070,140447,1296,712,1990,Mercer University,1,2,GA,0,0,C1,18,18,17,Mercer University: School of Medicine,School of Medicine,,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
1070,140447,1296,713,1990,Mercer University,1,2,GA,0,0,C1,18,18,17,Mercer University: School of Medicine,School of Medicine,,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
1070,140447,1296,715,1990,Mercer University,1,2,GA,0,0,C1,18,18,17,Mercer University: School of Medicine,School of Medicine,,M,3,0,0,0,0,,0,,0,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
